Project Name: Crowd Powered Photo Editor
Last Assessment: 2013-04-23
Rank, Risk Item, Last RE, Last 1 RE, Avg. P(UO), Avg. L(UO), Risk Mitigation Strategy, Last Updated
1, Lack of Time, 56, 56, 7, 8, We can meet in a smaller group., 2013-04-23
